filename,width,height,class,xmin,ymin,xmax,ymax
2391.jpg,512,512,glioma,167,93,284,216
2388.jpg,512,512,glioma,153,73,300,233
2394.jpg,512,512,glioma,162,221,269,315
2383.jpg,512,512,glioma,257,355,297,391
2397.jpg,512,512,glioma,121,247,214,311
2404.jpg,512,512,glioma,131,137,202,213
2406.jpg,512,512,glioma,125,138,193,216
247.jpg,512,512,meningioma,198,279,236,330
2430.jpg,512,512,glioma,184,176,270,260
2439.jpg,512,512,glioma,235,113,356,238
2429.jpg,512,512,glioma,189,186,275,295
2433.jpg,512,512,glioma,190,179,257,250
2446.jpg,512,512,glioma,208,141,345,274
2409.jpg,512,512,glioma,131,165,190,212
2435.jpg,512,512,glioma,261,128,326,209
2473.jpg,512,512,glioma,290,95,370,182
2477.jpg,512,512,glioma,200,175,272,233
2478.jpg,512,512,glioma,211,148,305,224
2480.jpg,512,512,glioma,180,152,275,250
2493.jpg,512,512,glioma,132,111,239,217
255.jpg,512,512,meningioma,227,197,283,265
2553.jpg,512,512,glioma,258,95,326,140
2498.jpg,512,512,glioma,296,175,365,247
2492.jpg,512,512,glioma,120,87,252,221
2509.jpg,512,512,glioma,208,234,307,317
2503.jpg,512,512,glioma,248,200,353,295
2507.jpg,512,512,glioma,288,280,325,312
2539.jpg,512,512,glioma,156,90,233,211
2554.jpg,512,512,glioma,276,243,303,280
2559.jpg,512,512,glioma,199,182,319,288
256.jpg,512,512,meningioma,219,199,284,271
261.jpg,512,512,meningioma,265,282,324,330
2567.jpg,512,512,glioma,264,148,336,211
2582.jpg,512,512,glioma,260,132,331,224
2574.jpg,512,512,glioma,259,70,347,163
2581.jpg,512,512,glioma,263,139,335,214
2569.jpg,512,512,glioma,263,135,341,221
2597.jpg,512,512,glioma,232,87,299,180
2577.jpg,512,512,glioma,256,96,368,181
2621.jpg,512,512,glioma,298,176,413,304
2628.jpg,512,512,glioma,228,143,322,239
2650.jpg,512,512,glioma,168,192,220,261
2631.jpg,512,512,glioma,235,266,273,311
2669.jpg,512,512,glioma,293,196,401,322
27.jpg,512,512,meningioma,174,131,227,170
2709.jpg,512,512,glioma,304,186,348,237
2673.jpg,512,512,glioma,264,171,398,295
2687.jpg,512,512,glioma,286,241,327,269
269.jpg,512,512,meningioma,154,130,202,188
2678.jpg,512,512,glioma,203,72,263,131
2713.jpg,512,512,glioma,212,203,288,263
2742.jpg,512,512,glioma,227,214,328,298
275.jpg,512,512,meningioma,335,187,391,253
2768.jpg,512,512,glioma,144,165,406,294
2785.jpg,512,512,glioma,268,223,334,315
2804.jpg,512,512,glioma,331,184,377,244
278.jpg,512,512,meningioma,315,143,391,248
2798.jpg,512,512,glioma,281,186,363,283
28.jpg,512,512,meningioma,161,169,230,211
2809.jpg,512,512,glioma,187,162,246,225
2741.jpg,512,512,glioma,200,223,336,317
2813.jpg,512,512,glioma,123,163,335,255
2886.jpg,512,512,glioma,305,150,379,220
29.jpg,512,512,meningioma,154,168,231,232
2895.jpg,512,512,glioma,236,224,289,259
2906.jpg,512,512,glioma,299,270,337,295
2890.jpg,512,512,glioma,213,165,363,272
2888.jpg,512,512,glioma,305,123,406,253
2917.jpg,512,512,glioma,200,85,250,131
2924.jpg,512,512,glioma,178,140,253,203
2921.jpg,512,512,glioma,161,125,274,214
2935.jpg,512,512,glioma,191,190,315,270
2970.jpg,512,512,glioma,176,87,283,163
2936.jpg,512,512,glioma,185,192,308,284
2946.jpg,512,512,glioma,123,141,225,234
2929.jpg,512,512,glioma,115,164,203,231
2975.jpg,512,512,glioma,297,270,333,298
2960.jpg,512,512,glioma,146,170,256,246
2987.jpg,512,512,glioma,157,70,313,229
2988.jpg,512,512,glioma,154,71,349,228
3001.jpg,512,512,glioma,187,214,330,307
319.jpg,512,512,meningioma,282,226,338,283
310.jpg,512,512,meningioma,346,156,396,248
334.jpg,512,512,meningioma,254,134,301,170
303.jpg,512,512,meningioma,190,84,286,219
3023.jpg,512,512,glioma,176,217,248,284
3010.jpg,512,512,glioma,189,228,251,291
3019.jpg,512,512,glioma,193,266,292,332
3029.jpg,512,512,glioma,210,140,286,224
315.jpg,512,512,meningioma,220,110,248,131
355.jpg,512,512,meningioma,289,203,374,287
36.jpg,512,512,meningioma,225,191,283,239
395.jpg,512,512,meningioma,191,259,283,323
374.jpg,512,512,meningioma,268,107,390,230
380.jpg,512,512,meningioma,133,308,211,367
411.jpg,512,512,meningioma,193,80,265,155
43.jpg,512,512,meningioma,265,233,336,300
394.jpg,512,512,meningioma,310,124,330,149
378.jpg,512,512,meningioma,268,102,376,214
357.jpg,512,512,meningioma,210,109,261,154
445.jpg,512,512,meningioma,156,201,286,303
438.jpg,512,512,meningioma,258,55,347,158
440.jpg,512,512,meningioma,255,66,372,163
494.jpg,512,512,meningioma,148,186,192,226
496.jpg,512,512,meningioma,219,230,277,287
505.jpg,512,512,meningioma,186,161,240,211
448.jpg,512,512,meningioma,194,233,248,300
451.jpg,512,512,meningioma,302,70,353,118
454.jpg,512,512,meningioma,160,190,231,254
482.jpg,512,512,meningioma,143,287,225,363
462.jpg,512,512,meningioma,171,220,231,268
466.jpg,512,512,meningioma,264,129,349,217
447.jpg,512,512,meningioma,157,222,257,293
511.jpg,512,512,meningioma,232,146,331,248
520.jpg,512,512,meningioma,243,92,314,150
523.jpg,512,512,meningioma,147,81,249,183
525.jpg,512,512,meningioma,162,85,248,174
536.jpg,512,512,meningioma,162,92,275,222
542.jpg,512,512,meningioma,212,113,340,235
554.jpg,512,512,meningioma,282,204,330,264
537.jpg,512,512,meningioma,160,94,282,225
532.jpg,512,512,meningioma,276,261,356,315
552.jpg,512,512,meningioma,232,277,297,367
541.jpg,512,512,meningioma,199,118,349,250
557.jpg,512,512,meningioma,156,265,284,345
565.jpg,512,512,meningioma,266,134,378,246
583.jpg,512,512,meningioma,294,253,368,334
599.jpg,512,512,meningioma,95,102,166,161
603.jpg,512,512,meningioma,354,133,411,187
585.jpg,512,512,meningioma,271,205,304,230
590.jpg,512,512,meningioma,170,207,254,275
593.jpg,512,512,meningioma,201,95,296,148
605.jpg,512,512,meningioma,349,123,409,181
559.jpg,512,512,meningioma,162,269,214,306
607.jpg,512,512,meningioma,246,99,288,139
649.jpg,512,512,meningioma,155,160,260,251
671.jpg,512,512,meningioma,276,62,348,140
627.jpg,512,512,meningioma,243,115,402,239
648.jpg,512,512,meningioma,168,170,253,246
64.jpg,512,512,meningioma,245,165,328,251
61.jpg,512,512,meningioma,238,230,312,311
635.jpg,512,512,meningioma,249,196,321,269
637.jpg,512,512,meningioma,235,186,331,276
647.jpg,512,512,meningioma,216,245,291,323
672.jpg,512,512,meningioma,279,70,341,132
694.jpg,512,512,meningioma,116,121,195,187
701.jpg,512,512,meningioma,299,89,393,167
717.jpg,512,512,glioma,156,91,264,277
732.jpg,512,512,glioma,129,235,256,330
722.jpg,512,512,glioma,132,304,172,351
730.jpg,512,512,glioma,125,239,229,325
703.jpg,512,512,meningioma,307,149,383,232
729.jpg,512,512,glioma,136,244,202,312
710.jpg,512,512,pituitary tumour,212,161,272,213
75.jpg,512,512,meningioma,167,153,292,284
756.jpg,512,512,glioma,290,219,363,282
758.jpg,512,512,glioma,291,201,370,277
789.jpg,512,512,glioma,246,173,376,328
766.jpg,512,512,glioma,181,199,273,285
772.jpg,512,512,glioma,152,178,212,255
774.jpg,512,512,glioma,261,124,326,205
770.jpg,512,512,glioma,124,175,246,274
769.jpg,512,512,glioma,122,189,237,276
780.jpg,512,512,glioma,278,242,312,273
778.jpg,512,512,glioma,267,105,337,190
799.jpg,512,512,glioma,278,114,324,167
8.jpg,512,512,meningioma,255,193,311,259
845.jpg,512,512,glioma,128,152,179,206
824.jpg,512,512,glioma,87,148,252,289
81.jpg,512,512,meningioma,335,161,441,335
826.jpg,512,512,glioma,162,215,227,273
810.jpg,512,512,glioma,305,166,367,233
828.jpg,512,512,glioma,368,120,402,167
841.jpg,512,512,glioma,213,231,277,291
835.jpg,512,512,glioma,125,104,248,199
855.jpg,512,512,glioma,227,110,306,204
858.jpg,512,512,glioma,141,136,277,241
861.jpg,512,512,glioma,153,168,348,328
859.jpg,512,512,glioma,170,190,333,305
965.jpg,512,512,pituitary tumour,246,205,272,235
956.jpg,512,512,pituitary tumour,112,88,141,110
937.jpg,512,512,pituitary tumour,217,181,279,246
912.jpg,512,512,glioma,317,267,382,306
92.jpg,512,512,meningioma,234,196,262,221
927.jpg,512,512,pituitary tumour,225,187,284,231
913.jpg,512,512,glioma,244,204,375,264
973.jpg,512,512,pituitary tumour,231,163,269,202
991.jpg,512,512,pituitary tumour,233,199,283,239
984.jpg,512,512,pituitary tumour,233,193,278,231
