filename,width,height,class,xmin,ymin,xmax,ymax
2863.jpg,512,512,glioma,179,122,279,217
2864.jpg,512,512,glioma,189,115,299,196
2865.jpg,512,512,glioma,222,122,291,152
2869.jpg,512,512,glioma,163,160,323,287
287.jpg,512,512,meningioma,239,73,313,133
2870.jpg,512,512,glioma,152,163,315,294
2867.jpg,512,512,glioma,216,185,311,277
2868.jpg,512,512,glioma,182,166,316,278
2871.jpg,512,512,glioma,155,165,304,285
2866.jpg,512,512,glioma,218,206,289,254
2872.jpg,512,512,glioma,160,180,282,256
2874.jpg,512,512,glioma,252,231,302,278
2873.jpg,512,512,glioma,263,245,298,276
288.jpg,512,512,meningioma,238,69,311,134
2881.jpg,512,512,glioma,173,109,303,228
2879.jpg,512,512,glioma,142,115,307,222
2877.jpg,512,512,glioma,189,133,285,213
2876.jpg,512,512,glioma,172,154,257,220
2878.jpg,512,512,glioma,157,111,282,204
2880.jpg,512,512,glioma,156,115,301,214
2875.jpg,512,512,glioma,251,225,297,273
2883.jpg,512,512,glioma,223,134,280,173
2885.jpg,512,512,glioma,313,172,357,221
2887.jpg,512,512,glioma,287,106,420,222
289.jpg,512,512,meningioma,246,69,307,127
2892.jpg,512,512,glioma,179,116,252,197
2891.jpg,512,512,glioma,176,123,254,181
2889.jpg,512,512,glioma,303,144,375,256
2884.jpg,512,512,glioma,234,123,280,179
2882.jpg,512,512,glioma,185,124,302,257
2893.jpg,512,512,glioma,139,111,260,196
2896.jpg,512,512,glioma,237,214,316,297
2894.jpg,512,512,glioma,140,91,282,209
2898.jpg,512,512,glioma,247,224,322,295
2902.jpg,512,512,glioma,210,250,311,335
290.jpg,512,512,meningioma,251,109,334,190
2901.jpg,512,512,glioma,215,253,297,330
2899.jpg,512,512,glioma,267,240,313,281
2897.jpg,512,512,glioma,236,214,321,300
2900.jpg,512,512,glioma,222,261,285,322
2903.jpg,512,512,glioma,214,247,294,332
2904.jpg,512,512,glioma,216,250,291,329
2905.jpg,512,512,glioma,216,253,288,315
2913.jpg,512,512,glioma,345,239,392,324
2910.jpg,512,512,glioma,272,250,384,335
2912.jpg,512,512,glioma,294,239,396,322
2908.jpg,512,512,glioma,277,258,365,318
2911.jpg,512,512,glioma,301,247,396,316
291.jpg,512,512,meningioma,251,98,339,193
2909.jpg,512,512,glioma,271,259,375,330
2907.jpg,512,512,glioma,280,267,358,310
2914.jpg,512,512,glioma,243,92,264,120
2915.jpg,512,512,glioma,213,84,263,132
2916.jpg,512,512,glioma,209,88,260,138
2918.jpg,512,512,glioma,168,115,268,214
2922.jpg,512,512,glioma,162,129,265,216
2920.jpg,512,512,glioma,148,115,274,221
2925.jpg,512,512,glioma,151,180,195,233
292.jpg,512,512,meningioma,253,98,337,193
2926.jpg,512,512,glioma,125,183,185,252
2919.jpg,512,512,glioma,171,113,275,217
2923.jpg,512,512,glioma,171,135,261,212
2927.jpg,512,512,glioma,140,152,204,210
2928.jpg,512,512,glioma,99,150,198,243
293.jpg,512,512,meningioma,256,104,333,187
2939.jpg,512,512,glioma,159,163,394,276
2930.jpg,512,512,glioma,123,158,191,234
2933.jpg,512,512,glioma,93,174,177,219
2932.jpg,512,512,glioma,113,165,186,232
2937.jpg,512,512,glioma,169,184,313,275
2934.jpg,512,512,glioma,175,189,322,273
2931.jpg,512,512,glioma,124,157,189,233
2938.jpg,512,512,glioma,165,167,352,280
294.jpg,512,512,meningioma,178,165,237,227
2940.jpg,512,512,glioma,202,170,390,351
2949.jpg,512,512,glioma,152,57,282,177
295.jpg,512,512,meningioma,174,158,243,232
2950.jpg,512,512,glioma,143,63,288,176
2944.jpg,512,512,glioma,131,143,214,216
2942.jpg,512,512,glioma,219,202,370,331
2943.jpg,512,512,glioma,237,239,351,316
2947.jpg,512,512,glioma,134,148,225,219
2945.jpg,512,512,glioma,126,139,225,227
2948.jpg,512,512,glioma,175,60,279,152
2941.jpg,512,512,glioma,210,182,385,340
2951.jpg,512,512,glioma,150,70,286,177
2952.jpg,512,512,glioma,167,81,284,168
296.jpg,512,512,meningioma,173,161,241,232
2956.jpg,512,512,glioma,127,155,247,249
2959.jpg,512,512,glioma,139,168,251,262
2955.jpg,512,512,glioma,164,145,248,208
2953.jpg,512,512,glioma,161,92,272,134
2954.jpg,512,512,glioma,174,112,241,140
2957.jpg,512,512,glioma,130,170,252,256
2958.jpg,512,512,glioma,127,163,246,257
2961.jpg,512,512,glioma,206,193,308,256
2962.jpg,512,512,glioma,206,189,302,249
2964.jpg,512,512,glioma,153,127,314,276
2963.jpg,512,512,glioma,148,126,308,253
2971.jpg,512,512,glioma,165,89,260,192
2968.jpg,512,512,glioma,312,206,392,279
297.jpg,512,512,meningioma,246,112,279,150
2967.jpg,512,512,glioma,246,184,363,262
2966.jpg,512,512,glioma,233,190,326,250
2965.jpg,512,512,glioma,146,127,324,267
2972.jpg,512,512,glioma,194,82,263,177
2973.jpg,512,512,glioma,193,107,243,175
2974.jpg,512,512,glioma,214,104,256,148
2976.jpg,512,512,glioma,285,268,337,319
2977.jpg,512,512,glioma,272,266,330,312
2978.jpg,512,512,glioma,270,256,334,313
2979.jpg,512,512,glioma,272,253,337,322
298.jpg,512,512,meningioma,243,120,281,154
2980.jpg,512,512,glioma,278,256,338,327
2969.jpg,512,512,glioma,206,226,388,335
2981.jpg,512,512,glioma,278,264,333,325
2982.jpg,512,512,glioma,283,270,323,306
2991.jpg,512,512,glioma,204,125,383,298
2984.jpg,512,512,glioma,194,143,318,220
2992.jpg,512,512,glioma,209,139,380,288
299.jpg,512,512,meningioma,183,109,285,195
2990.jpg,512,512,glioma,214,127,386,292
2985.jpg,512,512,glioma,190,140,305,209
2983.jpg,512,512,glioma,189,139,322,218
2986.jpg,512,512,glioma,174,132,300,212
2989.jpg,512,512,glioma,114,66,373,243
2993.jpg,512,512,glioma,263,266,334,330
2996.jpg,512,512,glioma,297,267,342,326
2994.jpg,512,512,glioma,251,270,346,339
2998.jpg,512,512,glioma,181,189,339,306
300.jpg,512,512,meningioma,163,95,298,223
2997.jpg,512,512,glioma,296,258,334,322
2999.jpg,512,512,glioma,184,233,314,308
3.jpg,512,512,meningioma,267,156,381,281
30.jpg,512,512,meningioma,154,153,228,236
2995.jpg,512,512,glioma,258,262,358,330
3000.jpg,512,512,glioma,186,219,313,309
3003.jpg,512,512,glioma,212,183,348,285
3008.jpg,512,512,glioma,271,173,371,239
3006.jpg,512,512,glioma,296,165,382,244
301.jpg,512,512,meningioma,165,91,296,223
3005.jpg,512,512,glioma,302,174,377,224
3004.jpg,512,512,glioma,263,222,306,248
3009.jpg,512,512,glioma,197,231,254,288
3007.jpg,512,512,glioma,289,168,377,237
3011.jpg,512,512,glioma,204,248,236,291
3002.jpg,512,512,glioma,189,202,337,300
3012.jpg,512,512,glioma,170,198,204,263
3015.jpg,512,512,glioma,199,236,311,321
3014.jpg,512,512,glioma,199,238,321,299
302.jpg,512,512,meningioma,166,85,292,218
3016.jpg,512,512,glioma,183,243,312,330
3018.jpg,512,512,glioma,185,181,358,338
3017.jpg,512,512,glioma,181,193,352,332
3013.jpg,512,512,glioma,165,201,226,244
3020.jpg,512,512,glioma,245,77,305,152
3021.jpg,512,512,glioma,250,81,296,149
3031.jpg,512,512,glioma,211,94,375,231
3025.jpg,512,512,glioma,167,201,267,288
3026.jpg,512,512,glioma,170,198,263,274
3027.jpg,512,512,glioma,162,202,255,266
3024.jpg,512,512,glioma,170,208,268,288
3028.jpg,512,512,glioma,202,237,238,266
3030.jpg,512,512,meningioma,309,150,390,234
3022.jpg,512,512,glioma,186,225,238,273
3032.jpg,512,512,glioma,206,72,385,238
3033.jpg,512,512,glioma,206,80,382,239
3040.jpg,512,512,glioma,324,165,371,200
3039.jpg,512,512,glioma,346,166,366,190
3037.jpg,512,512,glioma,345,136,398,211
3038.jpg,512,512,glioma,342,141,393,208
304.jpg,512,512,meningioma,334,125,440,240
3035.jpg,512,512,glioma,245,116,357,247
3036.jpg,512,512,glioma,353,139,402,195
3041.jpg,512,512,glioma,319,158,353,200
3042.jpg,512,512,glioma,355,252,428,382
3034.jpg,512,512,glioma,214,88,378,250
3043.jpg,512,512,glioma,353,286,425,363
3044.jpg,512,512,glioma,235,267,418,358
3051.jpg,512,512,glioma,100,134,206,258
3047.jpg,512,512,glioma,314,204,342,251
3046.jpg,512,512,glioma,241,304,401,382
3048.jpg,512,512,glioma,300,205,336,230
305.jpg,512,512,meningioma,328,119,446,248
3049.jpg,512,512,glioma,143,163,189,240
3050.jpg,512,512,glioma,116,155,194,249
3045.jpg,512,512,glioma,216,291,411,402
3052.jpg,512,512,glioma,87,131,208,261
3053.jpg,512,512,glioma,86,121,227,262
3055.jpg,512,512,glioma,86,109,286,273
3054.jpg,512,512,glioma,82,116,224,266
3060.jpg,512,512,glioma,247,96,373,234
3059.jpg,512,512,glioma,248,97,378,223
3061.jpg,512,512,glioma,257,141,368,213
3058.jpg,512,512,glioma,236,88,362,231
3056.jpg,512,512,glioma,261,102,332,175
3057.jpg,512,512,glioma,257,88,343,171
306.jpg,512,512,meningioma,329,115,445,258
3062.jpg,512,512,glioma,342,149,363,186
3063.jpg,512,512,meningioma,111,264,147,324
3064.jpg,512,512,meningioma,248,111,318,185
314.jpg,512,512,meningioma,248,266,355,343
308.jpg,512,512,meningioma,341,130,442,254
31.jpg,512,512,meningioma,152,148,230,237
311.jpg,512,512,meningioma,254,277,356,361
312.jpg,512,512,meningioma,250,274,351,360
307.jpg,512,512,meningioma,333,116,445,257
313.jpg,512,512,meningioma,249,272,343,354
309.jpg,512,512,meningioma,343,146,417,251
316.jpg,512,512,meningioma,165,291,243,370
317.jpg,512,512,meningioma,186,288,243,372
318.jpg,512,512,meningioma,282,227,340,286
32.jpg,512,512,meningioma,206,187,254,276
321.jpg,512,512,meningioma,177,227,264,259
327.jpg,512,512,meningioma,115,113,212,220
322.jpg,512,512,meningioma,175,233,258,310
324.jpg,512,512,meningioma,176,252,237,310
325.jpg,512,512,meningioma,181,250,233,311
326.jpg,512,512,meningioma,115,111,203,204
320.jpg,512,512,meningioma,180,228,259,256
323.jpg,512,512,meningioma,177,242,228,313
328.jpg,512,512,meningioma,117,114,211,219
329.jpg,512,512,meningioma,122,113,207,229
337.jpg,512,512,meningioma,188,120,271,196
333.jpg,512,512,meningioma,268,260,308,300
336.jpg,512,512,meningioma,190,121,267,199
331.jpg,512,512,meningioma,138,127,219,223
330.jpg,512,512,meningioma,129,119,219,227
332.jpg,512,512,meningioma,222,262,315,311
335.jpg,512,512,meningioma,256,124,301,170
33.jpg,512,512,meningioma,207,205,254,282
338.jpg,512,512,meningioma,192,121,262,196
339.jpg,512,512,meningioma,204,124,259,189
346.jpg,512,512,meningioma,182,283,285,362
347.jpg,512,512,meningioma,183,286,279,365
345.jpg,512,512,meningioma,181,284,280,353
341.jpg,512,512,meningioma,161,291,247,358
340.jpg,512,512,meningioma,130,141,150,165
34.jpg,512,512,meningioma,245,125,261,154
344.jpg,512,512,meningioma,176,286,250,367
342.jpg,512,512,meningioma,169,289,249,365
343.jpg,512,512,meningioma,172,283,254,367
348.jpg,512,512,meningioma,181,296,248,364
35.jpg,512,512,meningioma,253,360,273,394
349.jpg,512,512,meningioma,327,173,374,207
350.jpg,512,512,meningioma,331,165,380,213
356.jpg,512,512,meningioma,290,214,375,284
351.jpg,512,512,meningioma,331,162,380,218
358.jpg,512,512,meningioma,204,102,271,158
353.jpg,512,512,meningioma,287,205,348,240
352.jpg,512,512,meningioma,335,163,380,220
354.jpg,512,512,meningioma,289,204,368,272
360.jpg,512,512,meningioma,188,92,276,162
359.jpg,512,512,meningioma,190,94,273,162
361.jpg,512,512,meningioma,188,92,273,151
366.jpg,512,512,meningioma,199,118,242,173
365.jpg,512,512,meningioma,187,69,261,143
364.jpg,512,512,meningioma,188,80,262,156
367.jpg,512,512,meningioma,197,115,244,173
362.jpg,512,512,meningioma,188,100,261,150
368.jpg,512,512,meningioma,192,122,244,180
363.jpg,512,512,meningioma,184,90,257,157
369.jpg,512,512,meningioma,195,130,236,183
370.jpg,512,512,meningioma,253,100,295,135
37.jpg,512,512,meningioma,223,190,285,241
375.jpg,512,512,meningioma,261,100,394,219
377.jpg,512,512,meningioma,257,98,394,217
373.jpg,512,512,meningioma,277,113,387,236
372.jpg,512,512,meningioma,293,127,372,228
376.jpg,512,512,meningioma,254,95,392,219
371.jpg,512,512,meningioma,248,95,296,141
379.jpg,512,512,meningioma,144,310,210,379
38.jpg,512,512,meningioma,220,178,287,246
381.jpg,512,512,meningioma,151,309,209,366
382.jpg,512,512,meningioma,215,125,278,198
39.jpg,512,512,meningioma,213,173,284,247
388.jpg,512,512,meningioma,188,116,285,228
386.jpg,512,512,meningioma,186,105,294,226
383.jpg,512,512,meningioma,201,114,287,215
389.jpg,512,512,meningioma,192,123,281,234
385.jpg,512,512,meningioma,185,103,295,222
384.jpg,512,512,meningioma,197,106,291,219
387.jpg,512,512,meningioma,188,110,288,230
390.jpg,512,512,meningioma,258,186,297,227
391.jpg,512,512,meningioma,235,180,300,233
40.jpg,512,512,meningioma,217,176,279,244
399.jpg,512,512,meningioma,278,142,385,246
400.jpg,512,512,meningioma,275,141,390,246
393.jpg,512,512,meningioma,308,128,333,147
397.jpg,512,512,meningioma,189,264,283,364
398.jpg,512,512,meningioma,197,263,277,358
4.jpg,512,512,meningioma,272,163,379,280
392.jpg,512,512,meningioma,250,183,290,227
396.jpg,512,512,meningioma,190,258,296,359
401.jpg,512,512,meningioma,274,137,390,246
403.jpg,512,512,meningioma,273,140,391,238
402.jpg,512,512,meningioma,273,135,393,243
408.jpg,512,512,meningioma,192,78,262,146
41.jpg,512,512,meningioma,221,178,278,238
405.jpg,512,512,meningioma,187,108,268,187
407.jpg,512,512,meningioma,198,122,263,187
409.jpg,512,512,meningioma,189,73,267,151
406.jpg,512,512,meningioma,192,111,268,190
404.jpg,512,512,meningioma,284,159,378,229
410.jpg,512,512,meningioma,189,72,267,155
413.jpg,512,512,meningioma,201,99,255,143
412.jpg,512,512,meningioma,197,90,259,152
414.jpg,512,512,meningioma,201,253,247,291
415.jpg,512,512,meningioma,200,254,250,292
419.jpg,512,512,meningioma,171,249,263,332
417.jpg,512,512,meningioma,203,256,251,290
42.jpg,512,512,meningioma,263,237,350,304
418.jpg,512,512,meningioma,179,256,260,331
416.jpg,512,512,meningioma,200,254,248,289
420.jpg,512,512,meningioma,163,240,265,331
422.jpg,512,512,meningioma,193,247,253,280
421.jpg,512,512,meningioma,180,237,262,314
428.jpg,512,512,meningioma,143,70,248,152
425.jpg,512,512,meningioma,135,58,261,173
424.jpg,512,512,meningioma,138,63,255,167
429.jpg,512,512,meningioma,153,78,244,141
423.jpg,512,512,meningioma,148,64,244,156
427.jpg,512,512,meningioma,132,63,253,168
426.jpg,512,512,meningioma,136,59,258,173
430.jpg,512,512,meningioma,315,288,372,340
431.jpg,512,512,meningioma,315,288,367,339
432.jpg,512,512,meningioma,258,69,311,115
441.jpg,512,512,meningioma,258,81,371,159
434.jpg,512,512,meningioma,254,60,315,115
435.jpg,512,512,meningioma,254,59,311,113
436.jpg,512,512,meningioma,254,65,301,106
433.jpg,512,512,meningioma,255,67,314,117
439.jpg,512,512,meningioma,254,54,358,163
44.jpg,512,512,meningioma,273,239,325,294
437.jpg,512,512,meningioma,255,114,281,147
442.jpg,512,512,meningioma,161,213,261,306
443.jpg,512,512,meningioma,158,193,284,308
446.jpg,512,512,meningioma,160,209,268,282
444.jpg,512,512,meningioma,156,197,289,308
450.jpg,512,512,meningioma,301,73,347,116
452.jpg,512,512,meningioma,166,196,228,255
455.jpg,512,512,meningioma,232,135,337,233
453.jpg,512,512,meningioma,161,195,241,256
45.jpg,512,512,meningioma,136,149,206,248
449.jpg,512,512,meningioma,198,228,250,291
456.jpg,512,512,meningioma,225,136,330,237
457.jpg,512,512,meningioma,224,134,335,239
458.jpg,512,512,meningioma,235,145,321,222
459.jpg,512,512,meningioma,138,138,189,189
468.jpg,512,512,meningioma,267,134,347,214
467.jpg,512,512,meningioma,266,126,349,216
464.jpg,512,512,meningioma,177,217,218,254
463.jpg,512,512,meningioma,173,214,225,254
465.jpg,512,512,meningioma,270,144,342,219
461.jpg,512,512,meningioma,175,220,229,264
46.jpg,512,512,meningioma,137,146,216,250
460.jpg,512,512,meningioma,136,136,192,190
469.jpg,512,512,meningioma,273,142,337,210
47.jpg,512,512,meningioma,144,149,216,241
470.jpg,512,512,meningioma,285,156,336,204
471.jpg,512,512,meningioma,323,253,367,294
474.jpg,512,512,meningioma,221,293,288,346
475.jpg,512,512,meningioma,237,293,286,344
478.jpg,512,512,meningioma,141,159,181,198
476.jpg,512,512,meningioma,350,241,384,274
472.jpg,512,512,meningioma,314,249,371,298
473.jpg,512,512,meningioma,316,247,367,301
477.jpg,512,512,meningioma,355,241,382,270
479.jpg,512,512,meningioma,133,154,179,198
48.jpg,512,512,meningioma,154,151,215,243
480.jpg,512,512,meningioma,146,291,195,352
489.jpg,512,512,meningioma,143,131,178,162
488.jpg,512,512,meningioma,176,236,231,297
484.jpg,512,512,meningioma,173,298,205,339
483.jpg,512,512,meningioma,147,292,218,360
487.jpg,512,512,meningioma,165,232,232,293
481.jpg,512,512,meningioma,143,286,221,360
485.jpg,512,512,meningioma,166,234,226,293
486.jpg,512,512,meningioma,164,232,231,300
49.jpg,512,512,meningioma,328,270,378,317
490.jpg,512,512,meningioma,150,186,224,233
492.jpg,512,512,meningioma,136,179,226,239
491.jpg,512,512,meningioma,142,179,224,239
495.jpg,512,512,meningioma,377,190,410,215
497.jpg,512,512,meningioma,216,227,280,301
499.jpg,512,512,meningioma,207,220,274,281
5.jpg,512,512,meningioma,284,158,393,298
493.jpg,512,512,meningioma,133,176,224,238
50.jpg,512,512,meningioma,316,265,384,357
498.jpg,512,512,meningioma,207,224,278,303
500.jpg,512,512,meningioma,210,224,275,299
501.jpg,512,512,meningioma,227,282,283,344
502.jpg,512,512,meningioma,226,273,296,355
509.jpg,512,512,meningioma,165,138,229,198
508.jpg,512,512,meningioma,157,132,253,218
507.jpg,512,512,meningioma,152,134,256,227
51.jpg,512,512,meningioma,307,265,387,361
504.jpg,512,512,meningioma,241,284,288,338
503.jpg,512,512,meningioma,228,277,294,348
506.jpg,512,512,meningioma,156,144,257,227
510.jpg,512,512,meningioma,232,164,328,240
512.jpg,512,512,meningioma,231,136,334,249
513.jpg,512,512,meningioma,238,139,327,233
521.jpg,512,512,meningioma,243,88,322,152
522.jpg,512,512,meningioma,248,94,322,153
519.jpg,512,512,meningioma,264,65,299,91
52.jpg,512,512,meningioma,305,268,387,362
515.jpg,512,512,meningioma,258,130,327,207
518.jpg,512,512,meningioma,237,47,275,79
514.jpg,512,512,meningioma,263,138,326,200
516.jpg,512,512,meningioma,256,135,320,197
517.jpg,512,512,meningioma,314,297,349,340
524.jpg,512,512,meningioma,163,81,250,178
526.jpg,512,512,meningioma,162,93,244,171
527.jpg,512,512,meningioma,372,169,418,222
535.jpg,512,512,meningioma,164,110,273,210
529.jpg,512,512,meningioma,367,159,446,234
530.jpg,512,512,meningioma,369,136,402,180
534.jpg,512,512,meningioma,170,121,244,202
531.jpg,512,512,meningioma,372,142,398,177
533.jpg,512,512,meningioma,181,126,241,192
528.jpg,512,512,meningioma,366,162,423,229
53.jpg,512,512,meningioma,305,283,371,358
538.jpg,512,512,meningioma,152,95,280,233
539.jpg,512,512,meningioma,158,146,268,231
540.jpg,512,512,meningioma,182,132,315,231
54.jpg,512,512,meningioma,306,284,363,336
548.jpg,512,512,meningioma,323,260,370,308
545.jpg,512,512,meningioma,314,249,404,338
544.jpg,512,512,meningioma,316,242,408,340
543.jpg,512,512,meningioma,320,243,412,347
546.jpg,512,512,meningioma,312,255,399,330
549.jpg,512,512,meningioma,330,264,367,304
547.jpg,512,512,meningioma,316,260,391,326
55.jpg,512,512,meningioma,312,287,355,324
551.jpg,512,512,meningioma,231,279,293,349
550.jpg,512,512,meningioma,195,104,225,137
56.jpg,512,512,meningioma,308,314,351,350
556.jpg,512,512,meningioma,160,264,273,350
560.jpg,512,512,meningioma,286,202,394,337
561.jpg,512,512,meningioma,284,204,405,359
555.jpg,512,512,meningioma,281,215,330,267
558.jpg,512,512,meningioma,155,264,220,303
553.jpg,512,512,meningioma,218,274,288,358
562.jpg,512,512,meningioma,280,223,402,330
564.jpg,512,512,meningioma,273,143,359,242
563.jpg,512,512,meningioma,268,249,409,320
569.jpg,512,512,meningioma,187,252,247,295
570.jpg,512,512,meningioma,185,256,240,302
566.jpg,512,512,meningioma,267,127,377,247
567.jpg,512,512,meningioma,268,128,377,237
568.jpg,512,512,meningioma,274,139,372,217
57.jpg,512,512,meningioma,306,294,348,350
571.jpg,512,512,meningioma,169,124,217,170
572.jpg,512,512,meningioma,168,131,217,170
573.jpg,512,512,meningioma,184,133,246,203
574.jpg,512,512,meningioma,177,131,249,208
580.jpg,512,512,meningioma,301,264,364,330
579.jpg,512,512,meningioma,212,171,237,195
58.jpg,512,512,meningioma,324,284,358,319
576.jpg,512,512,meningioma,163,137,253,205
578.jpg,512,512,meningioma,152,143,177,165
575.jpg,512,512,meningioma,163,124,254,207
577.jpg,512,512,meningioma,153,145,175,162
581.jpg,512,512,meningioma,286,258,374,333
582.jpg,512,512,meningioma,282,253,375,334
584.jpg,512,512,meningioma,228,157,278,213
594.jpg,512,512,meningioma,198,89,295,156
589.jpg,512,512,meningioma,173,213,262,269
588.jpg,512,512,meningioma,278,160,337,216
59.jpg,512,512,pituitary tumour,216,226,283,291
587.jpg,512,512,meningioma,272,161,340,216
592.jpg,512,512,meningioma,184,215,252,283
